Ano	Faixa	Sexo	Porte	Procedimento	Anual
2024	<1	F	Grande	Fisioterapia	20.604
2024	<1	M	Grande	Fisioterapia	23.893
2024	1 a 4	F	Grande	Fisioterapia	48.445
2024	1 a 4	M	Grande	Fisioterapia	61.994
2024	5 a 9	F	Grande	Fisioterapia	82.035
2024	5 a 9	M	Grande	Fisioterapia	115.215
2024	10 a 14	F	Grande	Fisioterapia	137.977
2024	10 a 14	M	Grande	Fisioterapia	154.510
2024	15 a 19	F	Grande	Fisioterapia	143.322
2024	15 a 19	M	Grande	Fisioterapia	166.247
2024	<1	F	Grande	Fonoaudiologia	19.958
2024	<1	M	Grande	Fonoaudiologia	21.530
2024	1 a 4	F	Grande	Fonoaudiologia	667.617
2024	1 a 4	M	Grande	Fonoaudiologia	1.505.201
2024	5 a 9	F	Grande	Fonoaudiologia	1.040.331
2024	5 a 9	M	Grande	Fonoaudiologia	2.133.495
2024	10 a 14	F	Grande	Fonoaudiologia	301.153
2024	10 a 14	M	Grande	Fonoaudiologia	546.531
2024	15 a 19	F	Grande	Fonoaudiologia	87.161
2024	15 a 19	M	Grande	Fonoaudiologia	127.642
2024	<1	F	Grande	Terapia Ocupacional	6.888
2024	<1	M	Grande	Terapia Ocupacional	8.338
2024	1 a 4	F	Grande	Terapia Ocupacional	308.316
2024	1 a 4	M	Grande	Terapia Ocupacional	771.017
2024	5 a 9	F	Grande	Terapia Ocupacional	427.790
2024	5 a 9	M	Grande	Terapia Ocupacional	1.261.466
2024	10 a 14	F	Grande	Terapia Ocupacional	126.874
2024	10 a 14	M	Grande	Terapia Ocupacional	310.126
2024	15 a 19	F	Grande	Terapia Ocupacional	37.120
2024	15 a 19	M	Grande	Terapia Ocupacional	74.459
2024	<1	F	Grande	Psicologia	483
2024	<1	M	Grande	Psicologia	903
2024	1 a 4	F	Grande	Psicologia	394.767
2024	1 a 4	M	Grande	Psicologia	824.446
2024	5 a 9	F	Grande	Psicologia	1.513.535
2024	5 a 9	M	Grande	Psicologia	2.485.684
2024	10 a 14	F	Grande	Psicologia	1.433.220
2024	10 a 14	M	Grande	Psicologia	1.442.428
2024	15 a 19	F	Grande	Psicologia	1.589.435
2024	15 a 19	M	Grande	Psicologia	847.681
2024	<1	F	Médio	Fisioterapia	5.092
2024	<1	M	Médio	Fisioterapia	7.292
2024	1 a 4	F	Médio	Fisioterapia	15.625
2024	1 a 4	M	Médio	Fisioterapia	20.769
2024	5 a 9	F	Médio	Fisioterapia	21.679
2024	5 a 9	M	Médio	Fisioterapia	39.602
2024	10 a 14	F	Médio	Fisioterapia	33.484
2024	10 a 14	M	Médio	Fisioterapia	35.312
2024	15 a 19	F	Médio	Fisioterapia	34.496
2024	15 a 19	M	Médio	Fisioterapia	32.384
2024	<1	F	Médio	Fonoaudiologia	4.112
2024	<1	M	Médio	Fonoaudiologia	4.304
2024	1 a 4	F	Médio	Fonoaudiologia	190.730
2024	1 a 4	M	Médio	Fonoaudiologia	436.416
2024	5 a 9	F	Médio	Fonoaudiologia	269.920
2024	5 a 9	M	Médio	Fonoaudiologia	561.181
2024	10 a 14	F	Médio	Fonoaudiologia	62.804
2024	10 a 14	M	Médio	Fonoaudiologia	128.304
2024	15 a 19	F	Médio	Fonoaudiologia	15.310
2024	15 a 19	M	Médio	Fonoaudiologia	25.857
2024	<1	F	Médio	Terapia Ocupacional	1.769
2024	<1	M	Médio	Terapia Ocupacional	2.174
2024	1 a 4	F	Médio	Terapia Ocupacional	98.401
2024	1 a 4	M	Médio	Terapia Ocupacional	264.647
2024	5 a 9	F	Médio	Terapia Ocupacional	140.544
2024	5 a 9	M	Médio	Terapia Ocupacional	411.459
2024	10 a 14	F	Médio	Terapia Ocupacional	39.263
2024	10 a 14	M	Médio	Terapia Ocupacional	109.250
2024	15 a 19	F	Médio	Terapia Ocupacional	8.712
2024	15 a 19	M	Médio	Terapia Ocupacional	19.985
2024	<1	F	Médio	Psicologia	60
2024	<1	M	Médio	Psicologia	62
2024	1 a 4	F	Médio	Psicologia	107.035
2024	1 a 4	M	Médio	Psicologia	234.328
2024	5 a 9	F	Médio	Psicologia	416.589
2024	5 a 9	M	Médio	Psicologia	704.503
2024	10 a 14	F	Médio	Psicologia	353.784
2024	10 a 14	M	Médio	Psicologia	381.496
2024	15 a 19	F	Médio	Psicologia	326.970
2024	15 a 19	M	Médio	Psicologia	169.833
2024	<1	F	Pequeno	Fisioterapia	2.047
2024	<1	M	Pequeno	Fisioterapia	2.059
2024	1 a 4	F	Pequeno	Fisioterapia	4.474
2024	1 a 4	M	Pequeno	Fisioterapia	6.869
2024	5 a 9	F	Pequeno	Fisioterapia	6.247
2024	5 a 9	M	Pequeno	Fisioterapia	6.839
2024	10 a 14	F	Pequeno	Fisioterapia	8.979
2024	10 a 14	M	Pequeno	Fisioterapia	10.288
2024	15 a 19	F	Pequeno	Fisioterapia	9.823
2024	15 a 19	M	Pequeno	Fisioterapia	10.403
2024	<1	F	Pequeno	Fonoaudiologia	1.199
2024	<1	M	Pequeno	Fonoaudiologia	1.028
2024	1 a 4	F	Pequeno	Fonoaudiologia	54.162
2024	1 a 4	M	Pequeno	Fonoaudiologia	130.256
2024	5 a 9	F	Pequeno	Fonoaudiologia	77.376
2024	5 a 9	M	Pequeno	Fonoaudiologia	169.878
2024	10 a 14	F	Pequeno	Fonoaudiologia	22.206
2024	10 a 14	M	Pequeno	Fonoaudiologia	38.952
2024	15 a 19	F	Pequeno	Fonoaudiologia	4.662
2024	15 a 19	M	Pequeno	Fonoaudiologia	8.968
2024	<1	F	Pequeno	Terapia Ocupacional	590
2024	<1	M	Pequeno	Terapia Ocupacional	801
2024	1 a 4	F	Pequeno	Terapia Ocupacional	26.058
2024	1 a 4	M	Pequeno	Terapia Ocupacional	71.435
2024	5 a 9	F	Pequeno	Terapia Ocupacional	37.477
2024	5 a 9	M	Pequeno	Terapia Ocupacional	108.703
2024	10 a 14	F	Pequeno	Terapia Ocupacional	12.433
2024	10 a 14	M	Pequeno	Terapia Ocupacional	26.275
2024	15 a 19	F	Pequeno	Terapia Ocupacional	3.268
2024	15 a 19	M	Pequeno	Terapia Ocupacional	4.404
2024	<1	F	Pequeno	Psicologia	25
2024	<1	M	Pequeno	Psicologia	63
2024	1 a 4	F	Pequeno	Psicologia	37.289
2024	1 a 4	M	Pequeno	Psicologia	88.726
2024	5 a 9	F	Pequeno	Psicologia	127.304
2024	5 a 9	M	Pequeno	Psicologia	248.373
2024	10 a 14	F	Pequeno	Psicologia	109.432
2024	10 a 14	M	Pequeno	Psicologia	114.986
2024	15 a 19	F	Pequeno	Psicologia	101.099
2024	15 a 19	M	Pequeno	Psicologia	54.644
2023	<1	F	Grande	Fisioterapia	18.196
2023	<1	M	Grande	Fisioterapia	22.472
2023	1 a 4	F	Grande	Fisioterapia	50.772
2023	1 a 4	M	Grande	Fisioterapia	74.140
2023	5 a 9	F	Grande	Fisioterapia	84.262
2023	5 a 9	M	Grande	Fisioterapia	114.354
2023	10 a 14	F	Grande	Fisioterapia	142.062
2023	10 a 14	M	Grande	Fisioterapia	155.955
2023	15 a 19	F	Grande	Fisioterapia	146.515
2023	15 a 19	M	Grande	Fisioterapia	164.305
2023	<1	F	Grande	Fonoaudiologia	21.309
2023	<1	M	Grande	Fonoaudiologia	23.244
2023	1 a 4	F	Grande	Fonoaudiologia	792.977
2023	1 a 4	M	Grande	Fonoaudiologia	1.837.967
2023	5 a 9	F	Grande	Fonoaudiologia	990.923
2023	5 a 9	M	Grande	Fonoaudiologia	2.135.549
2023	10 a 14	F	Grande	Fonoaudiologia	294.128
2023	10 a 14	M	Grande	Fonoaudiologia	538.211
2023	15 a 19	F	Grande	Fonoaudiologia	83.210
2023	15 a 19	M	Grande	Fonoaudiologia	119.534
2023	<1	F	Grande	Terapia Ocupacional	7.574
2023	<1	M	Grande	Terapia Ocupacional	8.525
2023	1 a 4	F	Grande	Terapia Ocupacional	383.067
2023	1 a 4	M	Grande	Terapia Ocupacional	1.023.345
2023	5 a 9	F	Grande	Terapia Ocupacional	356.170
2023	5 a 9	M	Grande	Terapia Ocupacional	1.109.828
2023	10 a 14	F	Grande	Terapia Ocupacional	109.143
2023	10 a 14	M	Grande	Terapia Ocupacional	274.880
2023	15 a 19	F	Grande	Terapia Ocupacional	32.841
2023	15 a 19	M	Grande	Terapia Ocupacional	68.744
2023	<1	F	Grande	Psicologia	1.104
2023	<1	M	Grande	Psicologia	1.200
2023	1 a 4	F	Grande	Psicologia	461.562
2023	1 a 4	M	Grande	Psicologia	1.029.927
2023	5 a 9	F	Grande	Psicologia	1.329.416
2023	5 a 9	M	Grande	Psicologia	2.229.659
2023	10 a 14	F	Grande	Psicologia	1.396.998
2023	10 a 14	M	Grande	Psicologia	1.284.662
2023	15 a 19	F	Grande	Psicologia	1.694.476
2023	15 a 19	M	Grande	Psicologia	832.071
2023	<1	F	Médio	Fisioterapia	4.354
2023	<1	M	Médio	Fisioterapia	6.339
2023	1 a 4	F	Médio	Fisioterapia	15.389
2023	1 a 4	M	Médio	Fisioterapia	19.574
2023	5 a 9	F	Médio	Fisioterapia	24.633
2023	5 a 9	M	Médio	Fisioterapia	33.832
2023	10 a 14	F	Médio	Fisioterapia	29.588
2023	10 a 14	M	Médio	Fisioterapia	35.218
2023	15 a 19	F	Médio	Fisioterapia	28.312
2023	15 a 19	M	Médio	Fisioterapia	30.499
2023	<1	F	Médio	Fonoaudiologia	4.411
2023	<1	M	Médio	Fonoaudiologia	4.212
2023	1 a 4	F	Médio	Fonoaudiologia	200.169
2023	1 a 4	M	Médio	Fonoaudiologia	462.100
2023	5 a 9	F	Médio	Fonoaudiologia	226.525
2023	5 a 9	M	Médio	Fonoaudiologia	492.666
2023	10 a 14	F	Médio	Fonoaudiologia	58.027
2023	10 a 14	M	Médio	Fonoaudiologia	117.240
2023	15 a 19	F	Médio	Fonoaudiologia	14.007
2023	15 a 19	M	Médio	Fonoaudiologia	22.368
2023	<1	F	Médio	Terapia Ocupacional	2.293
2023	<1	M	Médio	Terapia Ocupacional	1.853
2023	1 a 4	F	Médio	Terapia Ocupacional	112.721
2023	1 a 4	M	Médio	Terapia Ocupacional	291.777
2023	5 a 9	F	Médio	Terapia Ocupacional	102.655
2023	5 a 9	M	Médio	Terapia Ocupacional	316.412
2023	10 a 14	F	Médio	Terapia Ocupacional	29.028
2023	10 a 14	M	Médio	Terapia Ocupacional	78.278
2023	15 a 19	F	Médio	Terapia Ocupacional	6.489
2023	15 a 19	M	Médio	Terapia Ocupacional	13.478
2023	<1	F	Médio	Psicologia	117
2023	<1	M	Médio	Psicologia	119
2023	1 a 4	F	Médio	Psicologia	110.539
2023	1 a 4	M	Médio	Psicologia	258.890
2023	5 a 9	F	Médio	Psicologia	346.744
2023	5 a 9	M	Médio	Psicologia	596.879
2023	10 a 14	F	Médio	Psicologia	323.803
2023	10 a 14	M	Médio	Psicologia	317.079
2023	15 a 19	F	Médio	Psicologia	340.630
2023	15 a 19	M	Médio	Psicologia	162.130
2023	<1	F	Pequeno	Fisioterapia	1.767
2023	<1	M	Pequeno	Fisioterapia	2.291
2023	1 a 4	F	Pequeno	Fisioterapia	4.382
2023	1 a 4	M	Pequeno	Fisioterapia	7.119
2023	5 a 9	F	Pequeno	Fisioterapia	4.942
2023	5 a 9	M	Pequeno	Fisioterapia	7.333
2023	10 a 14	F	Pequeno	Fisioterapia	9.744
2023	10 a 14	M	Pequeno	Fisioterapia	9.442
2023	15 a 19	F	Pequeno	Fisioterapia	9.423
2023	15 a 19	M	Pequeno	Fisioterapia	10.930
2023	<1	F	Pequeno	Fonoaudiologia	1.531
2023	<1	M	Pequeno	Fonoaudiologia	1.799
2023	1 a 4	F	Pequeno	Fonoaudiologia	52.400
2023	1 a 4	M	Pequeno	Fonoaudiologia	131.770
2023	5 a 9	F	Pequeno	Fonoaudiologia	60.677
2023	5 a 9	M	Pequeno	Fonoaudiologia	134.787
2023	10 a 14	F	Pequeno	Fonoaudiologia	16.602
2023	10 a 14	M	Pequeno	Fonoaudiologia	31.480
2023	15 a 19	F	Pequeno	Fonoaudiologia	4.355
2023	15 a 19	M	Pequeno	Fonoaudiologia	7.192
2023	<1	F	Pequeno	Terapia Ocupacional	401
2023	<1	M	Pequeno	Terapia Ocupacional	746
2023	1 a 4	F	Pequeno	Terapia Ocupacional	25.975
2023	1 a 4	M	Pequeno	Terapia Ocupacional	77.159
2023	5 a 9	F	Pequeno	Terapia Ocupacional	26.515
2023	5 a 9	M	Pequeno	Terapia Ocupacional	77.489
2023	10 a 14	F	Pequeno	Terapia Ocupacional	9.056
2023	10 a 14	M	Pequeno	Terapia Ocupacional	20.711
2023	15 a 19	F	Pequeno	Terapia Ocupacional	2.232
2023	15 a 19	M	Pequeno	Terapia Ocupacional	4.111
2023	<1	F	Pequeno	Psicologia	43
2023	<1	M	Pequeno	Psicologia	42
2023	1 a 4	F	Pequeno	Psicologia	36.500
2023	1 a 4	M	Pequeno	Psicologia	79.988
2023	5 a 9	F	Pequeno	Psicologia	100.414
2023	5 a 9	M	Pequeno	Psicologia	168.196
2023	10 a 14	F	Pequeno	Psicologia	96.472
2023	10 a 14	M	Pequeno	Psicologia	88.361
2023	15 a 19	F	Pequeno	Psicologia	102.029
2023	15 a 19	M	Pequeno	Psicologia	52.757
2022	<1	F	Grande	Fisioterapia	12.257
2022	<1	M	Grande	Fisioterapia	15.021
2022	1 a 4	F	Grande	Fisioterapia	39.671
2022	1 a 4	M	Grande	Fisioterapia	51.484
2022	5 a 9	F	Grande	Fisioterapia	65.747
2022	5 a 9	M	Grande	Fisioterapia	84.099
2022	10 a 14	F	Grande	Fisioterapia	114.155
2022	10 a 14	M	Grande	Fisioterapia	116.583
2022	15 a 19	F	Grande	Fisioterapia	115.645
2022	15 a 19	M	Grande	Fisioterapia	126.089
2022	<1	F	Grande	Fonoaudiologia	15.068
2022	<1	M	Grande	Fonoaudiologia	16.573
2022	1 a 4	F	Grande	Fonoaudiologia	657.186
2022	1 a 4	M	Grande	Fonoaudiologia	1.607.394
2022	5 a 9	F	Grande	Fonoaudiologia	686.453
2022	5 a 9	M	Grande	Fonoaudiologia	1.541.400
2022	10 a 14	F	Grande	Fonoaudiologia	213.004
2022	10 a 14	M	Grande	Fonoaudiologia	381.341
2022	15 a 19	F	Grande	Fonoaudiologia	63.583
2022	15 a 19	M	Grande	Fonoaudiologia	83.212
2022	<1	F	Grande	Terapia Ocupacional	6.143
2022	<1	M	Grande	Terapia Ocupacional	7.598
2022	1 a 4	F	Grande	Terapia Ocupacional	282.837
2022	1 a 4	M	Grande	Terapia Ocupacional	807.617
2022	5 a 9	F	Grande	Terapia Ocupacional	214.347
2022	5 a 9	M	Grande	Terapia Ocupacional	693.269
2022	10 a 14	F	Grande	Terapia Ocupacional	67.493
2022	10 a 14	M	Grande	Terapia Ocupacional	169.466
2022	15 a 19	F	Grande	Terapia Ocupacional	20.818
2022	15 a 19	M	Grande	Terapia Ocupacional	41.577
2022	<1	F	Grande	Psicologia	1.602
2022	<1	M	Grande	Psicologia	2.241
2022	1 a 4	F	Grande	Psicologia	327.409
2022	1 a 4	M	Grande	Psicologia	786.416
2022	5 a 9	F	Grande	Psicologia	850.713
2022	5 a 9	M	Grande	Psicologia	1.473.370
2022	10 a 14	F	Grande	Psicologia	1.045.376
2022	10 a 14	M	Grande	Psicologia	852.603
2022	15 a 19	F	Grande	Psicologia	1.267.992
2022	15 a 19	M	Grande	Psicologia	591.323
2022	<1	F	Médio	Fisioterapia	2.459
2022	<1	M	Médio	Fisioterapia	3.341
2022	1 a 4	F	Médio	Fisioterapia	10.137
2022	1 a 4	M	Médio	Fisioterapia	15.360
2022	5 a 9	F	Médio	Fisioterapia	12.963
2022	5 a 9	M	Médio	Fisioterapia	17.445
2022	10 a 14	F	Médio	Fisioterapia	21.277
2022	10 a 14	M	Médio	Fisioterapia	21.998
2022	15 a 19	F	Médio	Fisioterapia	20.794
2022	15 a 19	M	Médio	Fisioterapia	22.227
2022	<1	F	Médio	Fonoaudiologia	2.775
2022	<1	M	Médio	Fonoaudiologia	3.255
2022	1 a 4	F	Médio	Fonoaudiologia	163.246
2022	1 a 4	M	Médio	Fonoaudiologia	381.571
2022	5 a 9	F	Médio	Fonoaudiologia	153.757
2022	5 a 9	M	Médio	Fonoaudiologia	352.412
2022	10 a 14	F	Médio	Fonoaudiologia	42.654
2022	10 a 14	M	Médio	Fonoaudiologia	88.371
2022	15 a 19	F	Médio	Fonoaudiologia	12.097
2022	15 a 19	M	Médio	Fonoaudiologia	18.038
2022	<1	F	Médio	Terapia Ocupacional	1.185
2022	<1	M	Médio	Terapia Ocupacional	1.464
2022	1 a 4	F	Médio	Terapia Ocupacional	65.957
2022	1 a 4	M	Médio	Terapia Ocupacional	180.938
2022	5 a 9	F	Médio	Terapia Ocupacional	46.598
2022	5 a 9	M	Médio	Terapia Ocupacional	150.687
2022	10 a 14	F	Médio	Terapia Ocupacional	14.634
2022	10 a 14	M	Médio	Terapia Ocupacional	38.513
2022	15 a 19	F	Médio	Terapia Ocupacional	4.502
2022	15 a 19	M	Médio	Terapia Ocupacional	7.384
2022	<1	F	Médio	Psicologia	50
2022	<1	M	Médio	Psicologia	97
2022	1 a 4	F	Médio	Psicologia	63.964
2022	1 a 4	M	Médio	Psicologia	144.955
2022	5 a 9	F	Médio	Psicologia	200.617
2022	5 a 9	M	Médio	Psicologia	314.315
2022	10 a 14	F	Médio	Psicologia	241.057
2022	10 a 14	M	Médio	Psicologia	200.922
2022	15 a 19	F	Médio	Psicologia	273.994
2022	15 a 19	M	Médio	Psicologia	121.082
2022	<1	F	Pequeno	Fisioterapia	842
2022	<1	M	Pequeno	Fisioterapia	1.597
2022	1 a 4	F	Pequeno	Fisioterapia	2.176
2022	1 a 4	M	Pequeno	Fisioterapia	4.944
2022	5 a 9	F	Pequeno	Fisioterapia	3.379
2022	5 a 9	M	Pequeno	Fisioterapia	4.861
2022	10 a 14	F	Pequeno	Fisioterapia	6.327
2022	10 a 14	M	Pequeno	Fisioterapia	7.041
2022	15 a 19	F	Pequeno	Fisioterapia	6.681
2022	15 a 19	M	Pequeno	Fisioterapia	6.799
2022	<1	F	Pequeno	Fonoaudiologia	1.075
2022	<1	M	Pequeno	Fonoaudiologia	1.192
2022	1 a 4	F	Pequeno	Fonoaudiologia	45.292
2022	1 a 4	M	Pequeno	Fonoaudiologia	114.507
2022	5 a 9	F	Pequeno	Fonoaudiologia	45.301
2022	5 a 9	M	Pequeno	Fonoaudiologia	105.881
2022	10 a 14	F	Pequeno	Fonoaudiologia	12.722
2022	10 a 14	M	Pequeno	Fonoaudiologia	24.369
2022	15 a 19	F	Pequeno	Fonoaudiologia	3.143
2022	15 a 19	M	Pequeno	Fonoaudiologia	6.120
2022	<1	F	Pequeno	Terapia Ocupacional	557
2022	<1	M	Pequeno	Terapia Ocupacional	529
2022	1 a 4	F	Pequeno	Terapia Ocupacional	20.763
2022	1 a 4	M	Pequeno	Terapia Ocupacional	58.058
2022	5 a 9	F	Pequeno	Terapia Ocupacional	17.649
2022	5 a 9	M	Pequeno	Terapia Ocupacional	52.442
2022	10 a 14	F	Pequeno	Terapia Ocupacional	6.084
2022	10 a 14	M	Pequeno	Terapia Ocupacional	13.271
2022	15 a 19	F	Pequeno	Terapia Ocupacional	1.957
