Ano	Faixa	Sexo	Porte	Procedimento	Anual
2017	5 a 9	M	Grande	Fonoaudiologia	584.631
2017	10 a 14	F	Grande	Fonoaudiologia	102.467
2017	10 a 14	M	Grande	Fonoaudiologia	171.925
2017	15 a 19	F	Grande	Fonoaudiologia	33.614
2017	15 a 19	M	Grande	Fonoaudiologia	42.502
2017	<1	F	Grande	Terapia Ocupacional	2.254
2017	<1	M	Grande	Terapia Ocupacional	2.843
2017	1 a 4	F	Grande	Terapia Ocupacional	23.977
2017	1 a 4	M	Grande	Terapia Ocupacional	61.782
2017	5 a 9	F	Grande	Terapia Ocupacional	25.448
2017	5 a 9	M	Grande	Terapia Ocupacional	65.294
2017	10 a 14	F	Grande	Terapia Ocupacional	10.423
2017	10 a 14	M	Grande	Terapia Ocupacional	18.974
2017	15 a 19	F	Grande	Terapia Ocupacional	3.543
2017	15 a 19	M	Grande	Terapia Ocupacional	4.213
2017	<1	F	Grande	Psicologia	299
2017	<1	M	Grande	Psicologia	347
2017	1 a 4	F	Grande	Psicologia	53.966
2017	1 a 4	M	Grande	Psicologia	106.989
2017	5 a 9	F	Grande	Psicologia	237.997
2017	5 a 9	M	Grande	Psicologia	388.648
2017	10 a 14	F	Grande	Psicologia	221.490
2017	10 a 14	M	Grande	Psicologia	241.054
2017	15 a 19	F	Grande	Psicologia	272.299
2017	15 a 19	M	Grande	Psicologia	150.459
2017	<1	F	Médio	Fisioterapia	936
2017	<1	M	Médio	Fisioterapia	1.259
2017	1 a 4	F	Médio	Fisioterapia	2.207
2017	1 a 4	M	Médio	Fisioterapia	3.106
2017	5 a 9	F	Médio	Fisioterapia	2.847
2017	5 a 9	M	Médio	Fisioterapia	3.300
2017	10 a 14	F	Médio	Fisioterapia	7.866
2017	10 a 14	M	Médio	Fisioterapia	6.506
2017	15 a 19	F	Médio	Fisioterapia	10.328
2017	15 a 19	M	Médio	Fisioterapia	7.583
2017	<1	F	Médio	Fonoaudiologia	1.699
2017	<1	M	Médio	Fonoaudiologia	2.034
2017	1 a 4	F	Médio	Fonoaudiologia	47.516
2017	1 a 4	M	Médio	Fonoaudiologia	117.734
2017	5 a 9	F	Médio	Fonoaudiologia	68.196
2017	5 a 9	M	Médio	Fonoaudiologia	155.996
2017	10 a 14	F	Médio	Fonoaudiologia	23.074
2017	10 a 14	M	Médio	Fonoaudiologia	42.082
2017	15 a 19	F	Médio	Fonoaudiologia	7.738
2017	15 a 19	M	Médio	Fonoaudiologia	10.254
2017	<1	F	Médio	Terapia Ocupacional	729
2017	<1	M	Médio	Terapia Ocupacional	1.006
2017	1 a 4	F	Médio	Terapia Ocupacional	9.179
2017	1 a 4	M	Médio	Terapia Ocupacional	26.570
2017	5 a 9	F	Médio	Terapia Ocupacional	7.846
2017	5 a 9	M	Médio	Terapia Ocupacional	24.576
2017	10 a 14	F	Médio	Terapia Ocupacional	2.716
2017	10 a 14	M	Médio	Terapia Ocupacional	5.884
2017	15 a 19	F	Médio	Terapia Ocupacional	1.355
2017	15 a 19	M	Médio	Terapia Ocupacional	1.160
2017	<1	F	Médio	Psicologia	298
2017	<1	M	Médio	Psicologia	56
2017	1 a 4	F	Médio	Psicologia	16.363
2017	1 a 4	M	Médio	Psicologia	32.900
2017	5 a 9	F	Médio	Psicologia	63.706
2017	5 a 9	M	Médio	Psicologia	105.485
2017	10 a 14	F	Médio	Psicologia	55.304
2017	10 a 14	M	Médio	Psicologia	62.227
2017	15 a 19	F	Médio	Psicologia	62.480
2017	15 a 19	M	Médio	Psicologia	33.154
2017	<1	F	Pequeno	Fisioterapia	323
2017	<1	M	Pequeno	Fisioterapia	468
2017	1 a 4	F	Pequeno	Fisioterapia	943
2017	1 a 4	M	Pequeno	Fisioterapia	1.516
2017	5 a 9	F	Pequeno	Fisioterapia	952
2017	5 a 9	M	Pequeno	Fisioterapia	1.648
2017	10 a 14	F	Pequeno	Fisioterapia	3.110
2017	10 a 14	M	Pequeno	Fisioterapia	3.574
2017	15 a 19	F	Pequeno	Fisioterapia	3.637
2017	15 a 19	M	Pequeno	Fisioterapia	4.275
2017	<1	F	Pequeno	Fonoaudiologia	452
2017	<1	M	Pequeno	Fonoaudiologia	528
2017	1 a 4	F	Pequeno	Fonoaudiologia	14.348
2017	1 a 4	M	Pequeno	Fonoaudiologia	35.160
2017	5 a 9	F	Pequeno	Fonoaudiologia	21.655
2017	5 a 9	M	Pequeno	Fonoaudiologia	50.222
2017	10 a 14	F	Pequeno	Fonoaudiologia	8.060
2017	10 a 14	M	Pequeno	Fonoaudiologia	16.282
2017	15 a 19	F	Pequeno	Fonoaudiologia	1.799
2017	15 a 19	M	Pequeno	Fonoaudiologia	3.285
2017	<1	F	Pequeno	Terapia Ocupacional	239
2017	<1	M	Pequeno	Terapia Ocupacional	324
2017	1 a 4	F	Pequeno	Terapia Ocupacional	3.751
2017	1 a 4	M	Pequeno	Terapia Ocupacional	9.203
2017	5 a 9	F	Pequeno	Terapia Ocupacional	5.271
2017	5 a 9	M	Pequeno	Terapia Ocupacional	10.970
2017	10 a 14	F	Pequeno	Terapia Ocupacional	1.663
2017	10 a 14	M	Pequeno	Terapia Ocupacional	3.802
2017	15 a 19	F	Pequeno	Terapia Ocupacional	399
2017	15 a 19	M	Pequeno	Terapia Ocupacional	859
2017	<1	F	Pequeno	Psicologia	4
2017	<1	M	Pequeno	Psicologia	10
2017	1 a 4	F	Pequeno	Psicologia	6.861
2017	1 a 4	M	Pequeno	Psicologia	13.060
2017	5 a 9	F	Pequeno	Psicologia	26.479
2017	5 a 9	M	Pequeno	Psicologia	43.313
2017	10 a 14	F	Pequeno	Psicologia	23.007
2017	10 a 14	M	Pequeno	Psicologia	26.851
2017	15 a 19	F	Pequeno	Psicologia	23.323
2017	15 a 19	M	Pequeno	Psicologia	12.935
2016	<1	F	Grande	Fisioterapia	634
2016	<1	M	Grande	Fisioterapia	815
2016	1 a 4	F	Grande	Fisioterapia	2.099
2016	1 a 4	M	Grande	Fisioterapia	2.323
2016	5 a 9	F	Grande	Fisioterapia	3.500
2016	5 a 9	M	Grande	Fisioterapia	3.505
2016	10 a 14	F	Grande	Fisioterapia	9.114
2016	10 a 14	M	Grande	Fisioterapia	8.662
2016	15 a 19	F	Grande	Fisioterapia	13.058
2016	15 a 19	M	Grande	Fisioterapia	11.838
2016	<1	F	Grande	Fonoaudiologia	790
2016	<1	M	Grande	Fonoaudiologia	1.182
2016	1 a 4	F	Grande	Fonoaudiologia	24.368
2016	1 a 4	M	Grande	Fonoaudiologia	61.494
2016	5 a 9	F	Grande	Fonoaudiologia	45.712
2016	5 a 9	M	Grande	Fonoaudiologia	101.015
2016	10 a 14	F	Grande	Fonoaudiologia	16.587
2016	10 a 14	M	Grande	Fonoaudiologia	31.622
2016	15 a 19	F	Grande	Fonoaudiologia	240.316
2016	15 a 19	M	Grande	Fonoaudiologia	8.123
2016	<1	F	Grande	Terapia Ocupacional	310
2016	<1	M	Grande	Terapia Ocupacional	744
2016	1 a 4	F	Grande	Terapia Ocupacional	4.555
2016	1 a 4	M	Grande	Terapia Ocupacional	11.384
2016	5 a 9	F	Grande	Terapia Ocupacional	5.660
2016	5 a 9	M	Grande	Terapia Ocupacional	13.664
2016	10 a 14	F	Grande	Terapia Ocupacional	2.220
2016	10 a 14	M	Grande	Terapia Ocupacional	5.202
2016	15 a 19	F	Grande	Terapia Ocupacional	1.017
2016	15 a 19	M	Grande	Terapia Ocupacional	1.486
2016	<1	F	Grande	Psicologia	23
2016	<1	M	Grande	Psicologia	86
2016	1 a 4	F	Grande	Psicologia	6.681
2016	1 a 4	M	Grande	Psicologia	12.896
2016	5 a 9	F	Grande	Psicologia	28.579
2016	5 a 9	M	Grande	Psicologia	46.946
2016	10 a 14	F	Grande	Psicologia	27.083
2016	10 a 14	M	Grande	Psicologia	31.187
2016	15 a 19	F	Grande	Psicologia	33.683
2016	15 a 19	M	Grande	Psicologia	22.265
2016	<1	F	Médio	Fisioterapia	258
2016	<1	M	Médio	Fisioterapia	280
2016	1 a 4	F	Médio	Fisioterapia	602
2016	1 a 4	M	Médio	Fisioterapia	918
2016	5 a 9	F	Médio	Fisioterapia	962
2016	5 a 9	M	Médio	Fisioterapia	1.297
2016	10 a 14	F	Médio	Fisioterapia	3.195
2016	10 a 14	M	Médio	Fisioterapia	2.445
2016	15 a 19	F	Médio	Fisioterapia	4.852
2016	15 a 19	M	Médio	Fisioterapia	4.020
2016	<1	F	Médio	Fonoaudiologia	439
2016	<1	M	Médio	Fonoaudiologia	737
2016	1 a 4	F	Médio	Fonoaudiologia	14.320
2016	1 a 4	M	Médio	Fonoaudiologia	37.170
2016	5 a 9	F	Médio	Fonoaudiologia	21.998
2016	5 a 9	M	Médio	Fonoaudiologia	52.018
2016	10 a 14	F	Médio	Fonoaudiologia	7.784
2016	10 a 14	M	Médio	Fonoaudiologia	14.569
2016	15 a 19	F	Médio	Fonoaudiologia	2.552
2016	15 a 19	M	Médio	Fonoaudiologia	3.319
2016	<1	F	Médio	Terapia Ocupacional	302
2016	<1	M	Médio	Terapia Ocupacional	254
2016	1 a 4	F	Médio	Terapia Ocupacional	2.329
2016	1 a 4	M	Médio	Terapia Ocupacional	6.099
2016	5 a 9	F	Médio	Terapia Ocupacional	2.007
2016	5 a 9	M	Médio	Terapia Ocupacional	5.826
2016	10 a 14	F	Médio	Terapia Ocupacional	1.009
2016	10 a 14	M	Médio	Terapia Ocupacional	1.746
2016	15 a 19	F	Médio	Terapia Ocupacional	371
2016	15 a 19	M	Médio	Terapia Ocupacional	398
2016	<1	F	Médio	Psicologia	20
2016	<1	M	Médio	Psicologia	50
2016	1 a 4	F	Médio	Psicologia	5.595
2016	1 a 4	M	Médio	Psicologia	11.129
2016	5 a 9	F	Médio	Psicologia	22.456
2016	5 a 9	M	Médio	Psicologia	36.132
2016	10 a 14	F	Médio	Psicologia	19.133
2016	10 a 14	M	Médio	Psicologia	23.151
2016	15 a 19	F	Médio	Psicologia	20.289
2016	15 a 19	M	Médio	Psicologia	11.456
2016	<1	F	Pequeno	Fisioterapia	132
2016	<1	M	Pequeno	Fisioterapia	159
2016	1 a 4	F	Pequeno	Fisioterapia	522
2016	1 a 4	M	Pequeno	Fisioterapia	531
2016	5 a 9	F	Pequeno	Fisioterapia	396
2016	5 a 9	M	Pequeno	Fisioterapia	809
2016	10 a 14	F	Pequeno	Fisioterapia	1.657
2016	10 a 14	M	Pequeno	Fisioterapia	1.164
2016	15 a 19	F	Pequeno	Fisioterapia	1.953
2016	15 a 19	M	Pequeno	Fisioterapia	1.585
2016	<1	F	Pequeno	Fonoaudiologia	184
2016	<1	M	Pequeno	Fonoaudiologia	267
2016	1 a 4	F	Pequeno	Fonoaudiologia	4.168
2016	1 a 4	M	Pequeno	Fonoaudiologia	11.562
2016	5 a 9	F	Pequeno	Fonoaudiologia	6.615
2016	5 a 9	M	Pequeno	Fonoaudiologia	15.299
2016	10 a 14	F	Pequeno	Fonoaudiologia	2.476
2016	10 a 14	M	Pequeno	Fonoaudiologia	4.466
2016	15 a 19	F	Pequeno	Fonoaudiologia	708
2016	15 a 19	M	Pequeno	Fonoaudiologia	1.008
2016	<1	F	Pequeno	Terapia Ocupacional	81
2016	<1	M	Pequeno	Terapia Ocupacional	104
2016	1 a 4	F	Pequeno	Terapia Ocupacional	711
2016	1 a 4	M	Pequeno	Terapia Ocupacional	2.221
2016	5 a 9	F	Pequeno	Terapia Ocupacional	1.125
2016	5 a 9	M	Pequeno	Terapia Ocupacional	2.438
2016	10 a 14	F	Pequeno	Terapia Ocupacional	492
2016	10 a 14	M	Pequeno	Terapia Ocupacional	1.206
2016	15 a 19	F	Pequeno	Terapia Ocupacional	115
2016	15 a 19	M	Pequeno	Terapia Ocupacional	484
2016	<1	F	Pequeno	Psicologia	6
2016	<1	M	Pequeno	Psicologia	0
2016	1 a 4	F	Pequeno	Psicologia	1.817
2016	1 a 4	M	Pequeno	Psicologia	3.038
2016	5 a 9	F	Pequeno	Psicologia	7.317
2016	5 a 9	M	Pequeno	Psicologia	11.936
2016	10 a 14	F	Pequeno	Psicologia	6.943
2016	10 a 14	M	Pequeno	Psicologia	8.430
2016	15 a 19	F	Pequeno	Psicologia	6.484
2016	15 a 19	M	Pequeno	Psicologia	4.367
2015	<1	F	Grande	Fisioterapia	52
2015	<1	M	Grande	Fisioterapia	77
2015	1 a 4	F	Grande	Fisioterapia	137
2015	1 a 4	M	Grande	Fisioterapia	134
2015	5 a 9	F	Grande	Fisioterapia	205
2015	5 a 9	M	Grande	Fisioterapia	146
2015	10 a 14	F	Grande	Fisioterapia	845
2015	10 a 14	M	Grande	Fisioterapia	619
2015	15 a 19	F	Grande	Fisioterapia	1.012
2015	15 a 19	M	Grande	Fisioterapia	862
2015	<1	F	Grande	Fonoaudiologia	451
2015	<1	M	Grande	Fonoaudiologia	284
2015	1 a 4	F	Grande	Fonoaudiologia	7.790
2015	1 a 4	M	Grande	Fonoaudiologia	17.597
2015	5 a 9	F	Grande	Fonoaudiologia	12.384
2015	5 a 9	M	Grande	Fonoaudiologia	28.359
2015	10 a 14	F	Grande	Fonoaudiologia	4.409
2015	10 a 14	M	Grande	Fonoaudiologia	7.769
2015	15 a 19	F	Grande	Fonoaudiologia	1.563
2015	15 a 19	M	Grande	Fonoaudiologia	2.089
2015	<1	F	Grande	Terapia Ocupacional	36
2015	<1	M	Grande	Terapia Ocupacional	99
2015	1 a 4	F	Grande	Terapia Ocupacional	932
2015	1 a 4	M	Grande	Terapia Ocupacional	2.611
2015	5 a 9	F	Grande	Terapia Ocupacional	1.165
2015	5 a 9	M	Grande	Terapia Ocupacional	2.830
2015	10 a 14	F	Grande	Terapia Ocupacional	353
2015	10 a 14	M	Grande	Terapia Ocupacional	647
2015	15 a 19	F	Grande	Terapia Ocupacional	115
2015	15 a 19	M	Grande	Terapia Ocupacional	274
2015	<1	F	Grande	Psicologia	1
2015	<1	M	Grande	Psicologia	29
2015	1 a 4	F	Grande	Psicologia	3.592
2015	1 a 4	M	Grande	Psicologia	6.175
2015	5 a 9	F	Grande	Psicologia	16.356
2015	5 a 9	M	Grande	Psicologia	26.266
2015	10 a 14	F	Grande	Psicologia	12.137
2015	10 a 14	M	Grande	Psicologia	14.654
2015	15 a 19	F	Grande	Psicologia	10.948
2015	15 a 19	M	Grande	Psicologia	7.367
2015	<1	F	Médio	Fisioterapia	27
2015	<1	M	Médio	Fisioterapia	21
2015	1 a 4	F	Médio	Fisioterapia	45
2015	1 a 4	M	Médio	Fisioterapia	55
2015	5 a 9	F	Médio	Fisioterapia	109
2015	5 a 9	M	Médio	Fisioterapia	118
2015	10 a 14	F	Médio	Fisioterapia	581
2015	10 a 14	M	Médio	Fisioterapia	703
2015	15 a 19	F	Médio	Fisioterapia	764
2015	15 a 19	M	Médio	Fisioterapia	542
2015	<1	F	Médio	Fonoaudiologia	88
2015	<1	M	Médio	Fonoaudiologia	167
2015	1 a 4	F	Médio	Fonoaudiologia	3.769
2015	1 a 4	M	Médio	Fonoaudiologia	10.832
2015	5 a 9	F	Médio	Fonoaudiologia	6.608
2015	5 a 9	M	Médio	Fonoaudiologia	15.891
2015	10 a 14	F	Médio	Fonoaudiologia	2.508
2015	10 a 14	M	Médio	Fonoaudiologia	4.366
2015	15 a 19	F	Médio	Fonoaudiologia	1.048
2015	15 a 19	M	Médio	Fonoaudiologia	817
2015	<1	F	Médio	Terapia Ocupacional	70
2015	<1	M	Médio	Terapia Ocupacional	23
2015	1 a 4	F	Médio	Terapia Ocupacional	324
2015	1 a 4	M	Médio	Terapia Ocupacional	1.305
2015	5 a 9	F	Médio	Terapia Ocupacional	609
2015	5 a 9	M	Médio	Terapia Ocupacional	1.628
2015	10 a 14	F	Médio	Terapia Ocupacional	248
2015	10 a 14	M	Médio	Terapia Ocupacional	352
2015	15 a 19	F	Médio	Terapia Ocupacional	97
2015	15 a 19	M	Médio	Terapia Ocupacional	122
2015	<1	F	Médio	Psicologia	0
2015	<1	M	Médio	Psicologia	4
2015	1 a 4	F	Médio	Psicologia	1.394
2015	1 a 4	M	Médio	Psicologia	2.662
2015	5 a 9	F	Médio	Psicologia	5.952
2015	5 a 9	M	Médio	Psicologia	9.323
2015	10 a 14	F	Médio	Psicologia	5.102
2015	10 a 14	M	Médio	Psicologia	5.453
2015	15 a 19	F	Médio	Psicologia	5.054
2015	15 a 19	M	Médio	Psicologia	3.334
2015	<1	F	Pequeno	Fisioterapia	4
2015	<1	M	Pequeno	Fisioterapia	14
2015	1 a 4	F	Pequeno	Fisioterapia	73
2015	1 a 4	M	Pequeno	Fisioterapia	126
2015	5 a 9	F	Pequeno	Fisioterapia	68
2015	5 a 9	M	Pequeno	Fisioterapia	85
2015	10 a 14	F	Pequeno	Fisioterapia	256
2015	10 a 14	M	Pequeno	Fisioterapia	124
2015	15 a 19	F	Pequeno	Fisioterapia	590
2015	15 a 19	M	Pequeno	Fisioterapia	247
2015	<1	F	Pequeno	Fonoaudiologia	36
2015	<1	M	Pequeno	Fonoaudiologia	29
2015	1 a 4	F	Pequeno	Fonoaudiologia	967
2015	1 a 4	M	Pequeno	Fonoaudiologia	2.390
2015	5 a 9	F	Pequeno	Fonoaudiologia	1.546
2015	5 a 9	M	Pequeno	Fonoaudiologia	2.990
2015	10 a 14	F	Pequeno	Fonoaudiologia	478
2015	10 a 14	M	Pequeno	Fonoaudiologia	723
2015	15 a 19	F	Pequeno	Fonoaudiologia	230
2015	15 a 19	M	Pequeno	Fonoaudiologia	184
2015	<1	F	Pequeno	Terapia Ocupacional	13
2015	<1	M	Pequeno	Terapia Ocupacional	21
2015	1 a 4	F	Pequeno	Terapia Ocupacional	265
2015	1 a 4	M	Pequeno	Terapia Ocupacional	486
2015	5 a 9	F	Pequeno	Terapia Ocupacional	406
2015	5 a 9	M	Pequeno	Terapia Ocupacional	496
2015	10 a 14	F	Pequeno	Terapia Ocupacional	88
2015	10 a 14	M	Pequeno	Terapia Ocupacional	158
2015	15 a 19	F	Pequeno	Terapia Ocupacional	79
2015	15 a 19	M	Pequeno	Terapia Ocupacional	278
2015	<1	F	Pequeno	Psicologia	0
2015	<1	M	Pequeno	Psicologia	0
2015	1 a 4	F	Pequeno	Psicologia	642
2015	1 a 4	M	Pequeno	Psicologia	839
2015	5 a 9	F	Pequeno	Psicologia	1.965
2015	5 a 9	M	Pequeno	Psicologia	3.313
2015	10 a 14	F	Pequeno	Psicologia	1.886
2015	10 a 14	M	Pequeno	Psicologia	2.119
2015	15 a 19	F	Pequeno	Psicologia	1.511
2015	15 a 19	M	Pequeno	Psicologia	1.107
